Chromosome,Start,End,GeneID,Description,Strand
chr3,117592855,117600015,Niat3g_23200,"Cyclic pyranopterin monophosphate synthase, mitochondrial",+
chr3,117606234,117606726,Niat3g_23201,VQ domain-containing protein,-
chr3,117683038,117683296,Niat3g_23219,Transcription termination factor like,-
chr3,117721855,117722456,Niat3g_23229,Unknown protein,-
chr3,117838100,117838520,Niat3g_23234,Calcium-binding EF hand family protein,-
chr3,117862232,117863777,Niat3g_23235,Aaa-atpase,-
chr3,117969409,117970195,Niat3g_23237,V-type proton atpase subunit d,+
chr3,117983691,117984033,Niat3g_23239,Oxidoreductase/transition metal ion-binding protein,-
chr3,118207538,118208573,Niat3g_23240,AAI domain-containing protein,+
chr3,118213132,118213411,Niat3g_23241,Integrase catalytic domain-containing protein,+
chr3,118213996,118214305,Niat3g_23242,Unknown protein,+
chr3,118258221,118264794,Niat3g_23244,Major facilitator superfamily domain-containing protein,+
chr3,118356439,118364934,Niat3g_23246,Serine/threonine-protein phosphatase,+
chr3,118377681,118378773,Niat3g_23247,short-chain dehydrogenase reductase 3b-like,-
chr3,118499205,118502498,Niat3g_23248,Serine/threonine-protein kinase,+
chr3,118502933,118513054,Niat3g_23249,Protein upstream of flc,-
chr3,118770673,118779905,Niat3g_23254,Plant protein of unknown function (DUF946),-
chr3,118843340,118848045,Niat3g_23255,Beta-hexosaminidase,+
chr3,118849771,118850946,Niat3g_23256,Non-specific lipid-transfer protein,+
chr3,119009853,119011062,Niat3g_23261,Retrovirus-related Pol polyprotein from transposon TNT 1-94,+
chr3,119023713,119024718,Niat3g_23264,Non-specific lipid-transfer protein,+
chr3,119050969,119054320,Niat3g_23270,Outer capsid glycoprotein VP7,-
chr3,119301682,119302888,Niat3g_23303,replication protein A 70 kDa DNA-binding subunit A-like isoform X2,+
chr3,119309528,119309807,Niat3g_23304,Unknown protein,+
chr3,119394056,119397158,Niat3g_23316,Pentatricopeptide repeat-containing protein,-
chr3,119431473,119432097,Niat3g_23317,Transposon Tf2-2 polyprotein,+
chr3,119434834,119436997,Niat3g_23318,Unknown protein,-
chr3,119435367,119448022,Niat3g_23319,Myosin-12,+
chr3,119450763,119453883,Niat3g_23321,Annexin d4,-
chr3,119471073,119473660,Niat3g_23322,Annexin,+
chr3,119475066,119485102,Niat3g_23323,Utp--glucose-1-phosphate uridylyltransferase,+
chr3,119486362,119489971,Niat3g_23324,3-hydroxyisobutyrate dehydrogenase-related,-
chr3,119508541,119508853,Niat3g_23326,Unknown protein,+
chr3,119559005,119561536,Niat3g_23329,zinc finger BED domain-containing protein RICESLEEPER 2-like,+
chr3,119566524,119570895,Niat3g_23330,Chromo domain protein lhp1,-
chr3,119572193,119576955,Niat3g_23331,RNA polymerase sigma factor,-
chr3,119649238,119653229,Niat3g_23332,Alpha/beta-Hydrolases superfamily protein,-
chr3,119654305,119661781,Niat3g_23333,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",+
chr3,119662775,119671891,Niat3g_23334,tRNA (Guanine-N(7)-)-methyltransferase,+
chr3,119674911,119676568,Niat3g_23335,Unknown protein,+
chr3,119695262,119696450,Niat3g_23346,F-box domain-containing protein,+
chr3,119704404,119704755,Niat3g_23348,Unknown protein,+
chr3,119804180,119804573,Niat3g_23370,"Cationic amino acid transporter 4, vacuolar",-
chr3,119809141,119810026,Niat3g_23374,late blight resistance protein R1-A-like,+
chr3,119822904,119823159,Niat3g_23375,Unknown protein,-
chr3,119831838,119832153,Niat3g_23377,RNase H domain-containing protein,+
chr3,119894141,119895598,Niat3g_23389,Protein of unknown function (DUF1005),+
chr3,119896326,119920906,Niat3g_23390,Unknown protein,-
chr3,119926063,119926312,Niat3g_23391,Unknown protein,+
chr3,119934542,119937273,Niat3g_23393,Protein nuclear fusion defective 4,+
chr3,119938510,119939325,Niat3g_23394,B3 domain-containing protein,-
chr3,119968400,119968802,Niat3g_23403,RNase H domain-containing protein,-
chr3,119972972,119974382,Niat3g_23405,"xylulose 5-phosphate/phosphate translocator, chloroplastic-like",-
chr3,119995096,119995348,Niat3g_23406,Unknown protein,-
chr3,120002091,120008695,Niat3g_23407,Augmin subunit 7,+
chr3,120012603,120013576,Niat3g_23409,Unknown protein,-
chr3,120031667,120032024,Niat3g_23413,Unknown protein,-
chr3,120060360,120060630,Niat3g_23414,Unknown protein,-
chr3,120065966,120066320,Niat3g_23415,Unknown protein,-
chr3,120172405,120172765,Niat3g_23417,Unknown protein,-
chr3,120367084,120383189,Niat3g_23419,"Chaperone protein dnaJ 1, mitochondrial",-
chr3,120367395,120367626,Niat3g_23420,Unknown protein,-
chr3,120716004,120718036,Niat3g_23421,pentatricopeptide repeat-containing protein At5g27460-like,+
chr3,120719985,120720770,Niat3g_23423,Glutathione transferase,-
chr3,120721434,120726955,Niat3g_23424,"Phosphoribosylaminoimidazole-succinocarboxamide synthase, chloroplastic",-
chr3,120736290,120739450,Niat3g_23425,Serinethreonine-protein kinase pepkr2,+
chr3,120742506,120745867,Niat3g_23426,Unknown protein,-
chr3,120758192,120758556,Niat3g_23427,Two-component response regulator-like APRR9,+
chr3,120761713,120766221,Niat3g_23428,Pentatricopeptide repeat-containing protein,+
chr3,120766553,120767431,Niat3g_23429,Glutathione S-transferase,-
chr3,120769136,120771369,Niat3g_23430,pentatricopeptide repeat-containing protein At4g02750-like,+
chr3,120772773,120773226,Niat3g_23431,Prothymosin alpha-related family protein,+
chr3,120776316,120776547,Niat3g_23432,Unknown protein,+
chr3,120782207,120783860,Niat3g_23433,F-box/kelch-repeat protein SKIP25,+
chr3,120997970,121010678,Niat3g_23434,Unknown protein,+
chr3,121011604,121014963,Niat3g_23435,EF-hand domain-containing protein,-
chr3,121025397,121031498,Niat3g_23436,"Dna-directed rna polymerases ii, iv and v subunit 8b",+
chr3,121032474,121034397,Niat3g_23437,BTB/POZ domain-containing protein,-
chr3,121036860,121037728,Niat3g_23439,Eukaryotic translation initiation factor 3 subunit D,-
chr3,121045206,121054572,Niat3g_23441,"DNA-directed RNA polymerases II, IV and V subunit 8B-like isoform X2",+
chr3,121056029,121056311,Niat3g_23442,Unknown protein,+
chr3,121059161,121061036,Niat3g_23445,Pentatricopeptide repeat,+
chr3,121066870,121068584,Niat3g_23446,Transcription factor bhlh91,+
chr3,121077682,121082890,Niat3g_23449,replication factor C subunit 3-like,+
chr3,121086190,121102243,Niat3g_23450,Protein transport protein SEC23,-
chr3,121179418,121179751,Niat3g_23451,Reverse transcriptase domain-containing protein,+
chr3,121223726,121226613,Niat3g_23452,Xyloglucan endotransglucosylase/hydrolase,-
chr3,121234405,121258675,Niat3g_23453,GH16 domain-containing protein,-
chr3,121333496,121334822,Niat3g_23454,Unknown protein,+
chr3,121568544,121569363,Niat3g_23456,AT-hook motif nuclear-localized protein,-
chr3,121647933,121648899,Niat3g_23457,Nucleolar GTP-binding protein 1,-
chr3,121649371,121653887,Niat3g_23458,Nucleolar GTP-binding protein 1,-
chr3,121654728,121657405,Niat3g_23459,Pentatricopeptide repeat-containing protein,-
chr3,121668419,121676539,Niat3g_23460,protein SCAI-like isoform X2,-
chr3,121697770,121698821,Niat3g_23462,Ring-h2 finger protein atl51,+
chr3,121706067,121706750,Niat3g_23463,CCHC-type domain-containing protein,-
chr3,121802028,121806383,Niat3g_23464,Uric acid degradation bifunctional protein ttl,-
chr3,121843248,121851294,Niat3g_23465,3-hydroxyisobutyryl-coa hydrolase 1,+
chr3,121998279,121998528,Niat3g_23486,Integrase catalytic domain-containing protein,+
chr3,122002166,122009676,Niat3g_23487,3-hydroxyisobutyryl-coa hydrolase 1,+
chr3,122018264,122022852,Niat3g_23490,3-hydroxyisobutyryl-coa hydrolase 1,+
chr3,122024035,122024718,Niat3g_23492,Reverse transcriptase domain-containing protein,-
chr3,122026146,122029804,Niat3g_23493,3-hydroxyisobutyryl-coa hydrolase 1,+
chr3,122037328,122038609,Niat3g_23494,RING-type E3 ubiquitin transferase,-
chr3,122230697,122231705,Niat3g_23495,Activating signal cointegrator 1 complex subunit like,-
chr3,122235739,122240769,Niat3g_23497,Ent-kaurenoic acid oxidase 1,-
chr3,122302516,122302814,Niat3g_23498,Histone deacetylase 14,-
chr3,122473095,122483396,Niat3g_23500,Porin QuiX like,-
chr3,122476038,122478501,Niat3g_23501,Retrovirus-related Pol polyprotein from transposon TNT 1-94,-
chr3,122478603,122480184,Niat3g_23502,Retrovirus-related Pol polyprotein from transposon TNT 1-94,+
chr3,122535912,122542087,Niat3g_23503,Protein kinase-like protein,+
chr3,122785403,122792157,Niat3g_23504,Protein nrt1 ptr family 7.3,+
chr3,122805642,122814222,Niat3g_23506,3-oxoacyl-[acyl-carrier-protein] reductase,+
chr3,122880125,122886012,Niat3g_23507,"Protoheme ix farnesyltransferase, mitochondrial",+
chr3,122935513,122942012,Niat3g_23509,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3-like,+
chr3,123053672,123053942,Niat3g_23520,Unknown protein,-
chr3,123054933,123055236,Niat3g_23521,Unknown protein,-
chr3,123087652,123087919,Niat3g_23527,Unknown protein,-
chr3,123136598,123138250,Niat3g_23533,Ribose-phosphate pyrophosphokinase 1,+
chr3,123250395,123254856,Niat3g_23535,Eukaryotic translation initiation factor 3 subunit B,+
chr3,123256606,123277714,Niat3g_23536,DNA replication ATP-dependent helicase/nuclease DNA2,-
chr3,123262354,123266182,Niat3g_23537,Reverse transcriptase domain-containing protein,-
chr3,123281490,123284414,Niat3g_23538,DNA replication ATP-dependent helicase/nuclease DNA2-like,-
chr3,123286917,123288313,Niat3g_23539,sister chromatid cohesion protein DCC1-like,-
chr3,123423899,123428444,Niat3g_23540,Protein eceriferum 1,+
chr3,123497874,123518163,Niat3g_23554,Protein eceriferum 1,+
chr3,123523158,123529431,Niat3g_23556,Protein eceriferum 1,+
chr3,123713385,123714669,Niat3g_23580,Protein eceriferum 1,+
chr3,123716726,123721305,Niat3g_23581,Protein eceriferum 1,+
chr3,123759711,123761069,Niat3g_23582,SWIM-type domain-containing protein,+
chr3,123857493,123857928,Niat3g_23583,RING-type domain-containing protein,-
chr3,123899616,123900156,Niat3g_23584,Unknown protein,+
chr3,123900498,123903148,Niat3g_23585,50S ribosomal protein L18-like,+
chr3,123903709,123908873,Niat3g_23586,UMP-CMP kinase,-
chr3,123918349,123920397,Niat3g_23587,Pentatricopeptide repeat-containing protein,-
chr3,123964706,123966414,Niat3g_23589,GUB_WAK_bind domain-containing protein,-
chr3,124083000,124084666,Niat3g_23591,Phosphatidylinositol n-acetylglucosaminyltransferase subunit p,+
chr3,124086037,124091902,Niat3g_23592,dynamin-related protein 1E-like,-
chr3,124188215,124189160,Niat3g_23593,Unknown protein,+
chr3,124306409,124310501,Niat3g_23596,Purine permease,-
chr3,124313978,124317227,Niat3g_23597,Ras-related protein rabh1b,-
chr3,124338932,124343033,Niat3g_23598,vesicle transport protein GOT1B-like,+
chr3,124343886,124346409,Niat3g_23599,Acyl carrier protein,+
chr3,124384629,124385595,Niat3g_23602,Integrase catalytic domain-containing protein,+
chr3,124396133,124396703,Niat3g_23605,PMEI domain-containing protein,-
chr3,124552738,124557598,Niat3g_23625,"Protein trigalactosyldiacylglycerol 4, chloroplastic",+
chr3,124564587,124567774,Niat3g_23626,10 kDa chaperonin-like,-
chr3,124574979,124578347,Niat3g_23628,Ferredoxin-related,+
chr3,124590765,124591869,Niat3g_23629,E3 ubiquitin-protein ligase atl4,-
chr3,124630802,124637398,Niat3g_23630,RING-type domain-containing protein,-
chr3,124672247,124676365,Niat3g_23631,"Alpha-1,3-glucosyltransferase",-
chr3,124695288,124696056,Niat3g_23633,Dimer_Tnp_hAT domain-containing protein,-
chr3,124697889,124698416,Niat3g_23635,Unknown protein,-
chr3,124729689,124730324,Niat3g_23637,FLZ-type domain-containing protein,+
chr3,124878771,124881525,Niat3g_23639,Pentatricopeptide repeat-containing protein At5g39710,+
chr3,124885136,124888960,Niat3g_23642,Protein kinase domain-containing protein,-
chr3,124925127,124933502,Niat3g_23643,Eukaryotic translation initiation factor 4g,-
chr3,125004081,125007632,Niat3g_23644,metacaspase-1,-
chr3,125020043,125023312,Niat3g_23645,60S ribosomal protein L37a,+
chr3,125026028,125046285,Niat3g_23646,transcription factor IIIB 60 kDa subunit-like isoform X1,+
chr3,125047804,125050301,Niat3g_23647,dnaJ homolog subfamily C member 17-like,-
chr3,125083406,125087646,Niat3g_23650,Phosphatidylinositol 4-phosphate 5-kinase,-
chr3,125254554,125259405,Niat3g_23661,Casein kinase II subunit beta,-
chr3,125263855,125265823,Niat3g_23662,Pentatricopeptide repeat-containing protein At1g69290,-
chr3,125298776,125301077,Niat3g_23664,Cytochrome p450 714c2,+
chr3,125304840,125308519,Niat3g_23666,Rac-like GTP-binding protein,+
chr3,125363587,125363830,Niat3g_23669,Integrase catalytic domain-containing protein,+
chr3,125386143,125386443,Niat3g_23672,Unknown protein,+
chr3,125429639,125429942,Niat3g_23680,Unknown protein,+
chr3,125459612,125464527,Niat3g_23682,heterogeneous nuclear ribonucleoprotein R-like isoform X2,+
chr3,125519183,125519489,Niat3g_23686,Unknown protein,+
chr3,125544759,125545014,Niat3g_23689,Unknown protein,+
chr3,125568532,125568781,Niat3g_23691,Unknown protein,+
chr3,125606761,125607763,Niat3g_23694,Myb-like domain-containing protein,+
chr3,125611256,125612741,Niat3g_23698,Ankyrin repeat-containing protein,+
chr3,125615101,125615767,Niat3g_23699,Ankyrin repeat-containing protein,+
chr3,125616023,125616554,Niat3g_23700,DNA-directed RNA polymerase subunit beta,+
chr3,125621141,125622648,Niat3g_23701,Cyclin,-
chr3,125689501,125692294,Niat3g_23710,Pentatricopeptide repeat-containing protein,-
chr3,125703813,125704497,Niat3g_23711,PRA1 family protein,-
chr3,125704815,125717923,Niat3g_23712,Mannosyltransferase,-
chr3,125718520,125721884,Niat3g_23713,Flotillin-like,-
chr3,125733563,125734370,Niat3g_23714,F-box protein At4g09920,+
chr3,125735157,125736490,Niat3g_23716,FBD domain-containing protein,+
chr3,125740678,125741641,Niat3g_23718,F-box protein At3g03040,+
chr3,125741785,125750334,Niat3g_23719,F-box domain-containing protein,+
chr3,125755143,125755482,Niat3g_23722,ABC transporter G family member 11,+
chr3,125800861,125801122,Niat3g_23727,Unknown protein,+
chr3,125801382,125801781,Niat3g_23728,Integrase catalytic domain-containing protein,+
chr3,125815098,125815356,Niat3g_23730,Unknown protein,+
chr3,125827316,125827724,Niat3g_23731,tropomyosin-1-like,+
chr3,125850557,125860792,Niat3g_23738,FBD domain-containing protein,+
chr3,125870737,125873917,Niat3g_23739,WRKY domain-containing protein,-
chr3,126042188,126043562,Niat3g_23740,Nucleoside diphosphate kinase,+
chr3,126044575,126051704,Niat3g_23741,ELMO domain-containing protein,-
chr3,126094545,126097467,Niat3g_23744,Unknown protein,+
chr3,126099697,126109081,Niat3g_23745,Unknown protein,+
chr3,126104391,126105141,Niat3g_23746,cingulin-like,-
chr3,126163261,126167457,Niat3g_23747,Transpos_assoc domain-containing protein,+
chr3,126191479,126193830,Niat3g_23748,Unknown protein,+
chr3,126309300,126312186,Niat3g_23749,Unknown protein,+
chr3,126430384,126430681,Niat3g_23751,Unknown protein,+
chr3,126447390,126450043,Niat3g_23752,Anthocyanidin 3-o-glucosyltransferase 5,-
chr3,126508173,126509510,Niat3g_23753,Uclacyanin-3,-
chr3,126794287,126795856,Niat3g_23755,Fe2OG dioxygenase domain-containing protein,+
chr3,126823290,126823557,Niat3g_23759,Unknown protein,-
chr3,126843508,126843799,Niat3g_23761,Retrovirus-related Pol polyprotein from transposon TNT 1-94,-
chr3,127057739,127058069,Niat3g_23780,Unknown protein,+
chr3,127078159,127078486,Niat3g_23781,Unknown protein,+
chr3,127175076,127178943,Niat3g_23782,Ras-related protein like,+
chr3,127180162,127184383,Niat3g_23783,plasminogen activator inhibitor 1 RNA-binding protein-like,-
chr3,127208160,127235749,Niat3g_23784,"glycine--tRNA ligase, chloroplastic/mitochondrial 2-like",+
chr3,127261757,127271538,Niat3g_23785,E3 ubiquitin-protein ligase RNF25-like,-
chr3,127368838,127369066,Niat3g_23787,Unknown protein,-
chr3,127401444,127427541,Niat3g_23789,VASt domain-containing protein,-
chr3,127489109,127493297,Niat3g_23791,Protein kinase domain-containing protein,+
chr3,127509281,127514045,Niat3g_23792,Nitrate regulatory gene2 protein,-
chr3,127545109,127558015,Niat3g_23793,Leucine carboxyl methyltransferase 1 homolog,-
chr3,127660288,127668672,Niat3g_23794,COP9 signalosome complex subunit 7 isoform X1,+
chr3,127676647,127677082,Niat3g_23795,Ethylene-responsive transcription factor 13,+
chr3,127690916,127691702,Niat3g_23796,Ethylene-responsive transcription factor 13,+
chr3,128012735,128013401,Niat3g_23798,Ethylene-responsive transcription factor 1,-
chr3,128022854,128023526,Niat3g_23799,Ethylene-responsive transcription factor 13,-
chr3,128050748,128051402,Niat3g_23800,Ethylene-responsive transcription factor 13,-
chr3,128189664,128190381,Niat3g_23802,Ethylene responsive transcription factor,+
chr3,128671523,128672192,Niat3g_23803,Ethylene-responsive transcription factor 13,-
chr3,129013441,129013915,Niat3g_23806,Unknown protein,-
chr3,129225908,129226286,Niat3g_23807,Ethylene-responsive transcription factor 13,-
chr3,129653368,129653800,Niat3g_23813,Non-specific lipid-transfer protein,+
chr3,129655564,129656700,Niat3g_23814,Non-specific lipid-transfer protein,+
chr3,129659427,129671674,Niat3g_23815,Non-specific lipid-transfer protein,+
chr3,129746792,129749660,Niat3g_23818,Conserved developmentally regulated protein,+
chr3,129750969,129752991,Niat3g_23819,pentatricopeptide repeat-containing protein At2g44880,+
chr3,129757561,129762519,Niat3g_23821,palmitoyl-protein thioesterase 1 isoform X2,+
chr3,129764206,129777255,Niat3g_23822,Protein ARABIDILLO 1,-
chr3,129817903,129820369,Niat3g_23823,Peptidylprolyl isomerase,-
chr3,130025322,130031743,Niat3g_23825,Actin-related protein 2/3 complex subunit 5,+
chr3,130032891,130035776,Niat3g_23826,Homeobox-leucine zipper protein hat3,-
chr3,130152074,130156805,Niat3g_23829,flowering locus K homology domain-like,-
chr3,130172380,130175944,Niat3g_23831,"Transcription termination factor mtef18, mitochondrial",+
